pad;F.Cu;In1.Cu;In2.Cu;In3.Cu;In4.Cu;B.Cu;;Layer Name;velocity (m/s);min flight T (ps);max flight T (ps);mean flight t (s)
B13;21.296625;17.107125;17.107125;17.107125116375;17.10712523275;17.107125349125;;;;115.793;116.957;1.16375E-10
N18;21.3818115;17.1755535;17.1755535;17.1755536168405;17.175553733681;17.1755538505215;;;;116.256;117.425;1.168405E-10
V13;21.4035885;17.1930465;17.1930465;17.1930466169595;17.193046733919;17.1930468508785;;;;116.375;117.544;1.169595E-10
V14;21.406608;17.195472;17.195472;17.195472116976;17.195472233952;17.195472350928;;;;116.391;117.561;1.16976E-10
B20;21.45675;17.23575;17.23575;17.23575011725;17.2357502345;17.23575035175;;;;116.664;117.836;1.1725E-10
L9;21.47688;17.25192;17.25192;17.25192011736;17.25192023472;17.25192035208;;;;116.773;117.947;1.1736E-10
R1;21.521349;17.287641;17.287641;17.287641117603;17.287641235206;17.287641352809;;;;117.015;118.191;1.17603E-10
V3;21.530499;17.294991;17.294991;17.294991117653;17.294991235306;17.294991352959;;;;117.065;118.241;1.17653E-10
A15;21.7185315;17.4460335;17.4460335;17.4460336186805;17.446033737361;17.4460338560415;;;;118.087;119.274;1.186805E-10
B22;21.7307925;17.4558825;17.4558825;17.4558826187475;17.455882737495;17.4558828562425;;;;118.154;119.341;1.187475E-10
U18;21.741315;17.464335;17.464335;17.464335118805;17.46433523761;17.464335356415;;;;118.211;119.399;1.18805E-10
V15;21.785418;17.499762;17.499762;17.499762119046;17.499762238092;17.499762357138;;;;118.451;119.641;1.19046E-10
W5;21.804999;17.515491;17.515491;17.515491119153;17.515491238306;17.515491357459;;;;118.557;119.749;1.19153E-10
AB8;21.9772935;17.6538915;17.6538915;17.6538916200945;17.653891740189;17.6538918602835;;;;119.494;120.695;1.200945E-10
AA8;22.007397;17.678073;17.678073;17.678073120259;17.678073240518;17.678073360777;;;;119.658;120.86;1.20259E-10
B1;22.072179;17.730111;17.730111;17.730111120613;17.730111241226;17.730111361839;;;;120.01;121.216;1.20613E-10
A16;22.141536;17.785824;17.785824;17.785824120992;17.785824241984;17.785824362976;;;;120.387;121.597;1.20992E-10
C22;22.1520585;17.7942765;17.7942765;17.7942766210495;17.794276742099;17.7942768631485;;;;120.444;121.655;1.210495E-10
A1;22.188933;17.823897;17.823897;17.823897121251;17.823897242502;17.823897363753;;;;120.645;121.857;1.21251E-10
B21;22.189116;17.824044;17.824044;17.824044121252;17.824044242504;17.824044363756;;;;120.646;121.858;1.21252E-10
R2;22.3090725;17.9204025;17.9204025;17.9204026219075;17.920402743815;17.9204028657225;;;;121.298;122.517;1.219075E-10
A21;22.390965;17.986185;17.986185;17.986185122355;17.98618524471;17.986185367065;;;;121.743;122.967;1.22355E-10
U1;22.424088;18.012792;18.012792;18.012792122536;18.012792245072;18.012792367608;;;;121.923;123.149;1.22536E-10
U3;22.440375;18.025875;18.025875;18.025875122625;18.02587524525;18.025875367875;;;;122.012;123.238;1.22625E-10
R3;22.444767;18.029403;18.029403;18.029403122649;18.029403245298;18.029403367947;;;;122.036;123.262;1.22649E-10
T1;22.6115715;18.1633935;18.1633935;18.1633936235605;18.163393747121;18.1633938706815;;;;122.943;124.178;1.235605E-10
V2;22.7059995;18.2392455;18.2392455;18.2392456240765;18.239245748153;18.2392458722295;;;;123.456;124.697;1.240765E-10
AB7;22.808754;18.321786;18.321786;18.321786124638;18.321786249276;18.321786373914;;;;124.015;125.261;1.24638E-10
U17;22.8280605;18.3372945;18.3372945;18.3372946247435;18.337294749487;18.3372948742305;;;;124.12;125.367;1.247435E-10
V19;23.3959095;18.7934355;18.7934355;18.7934356278465;18.793435755693;18.7934358835395;;;;127.207;128.486;1.278465E-10
V4;23.7379365;19.0681785;19.0681785;19.0681786297155;19.068178759431;19.0681788891465;;;;129.067;130.364;1.297155E-10
V17;23.751936;19.079424;19.079424;19.079424129792;19.079424259584;19.079424389376;;;;129.143;130.441;1.29792E-10
G11;23.7703275;19.0941975;19.0941975;19.0941976298925;19.094197759785;19.0941978896775;;;;129.243;130.542;1.298925E-10
A13;23.973915;19.257735;19.257735;19.257735131005;19.25773526201;19.257735393015;;;;130.35;131.66;1.31005E-10
W17;23.9857185;19.2672165;19.2672165;19.2672166310695;19.267216762139;19.2672168932085;;;;130.414;131.725;1.310695E-10
Y16;24.3515355;19.5610695;19.5610695;19.5610696330685;19.561069766137;19.5610698992055;;;;132.403;133.734;1.330685E-10
W1;24.479178;19.663602;19.663602;19.663602133766;19.663602267532;19.663602401298;;;;133.097;134.435;1.33766E-10
AA16;24.487413;19.670217;19.670217;19.670217133811;19.670217267622;19.670217401433;;;;133.142;134.48;1.33811E-10
Y2;24.488511;19.671099;19.671099;19.671099133817;19.671099267634;19.671099401451;;;;133.148;134.486;1.33817E-10
U20;24.5828475;19.7468775;19.7468775;19.7468776343325;19.746877768665;19.7468779029975;;;;133.661;135.004;1.343325E-10
AB17;24.728973;19.864257;19.864257;19.864257135131;19.864257270262;19.864257405393;;;;134.455;135.807;1.35131E-10
W4;24.771063;19.898067;19.898067;19.898067135361;19.898067270722;19.898067406083;;;;134.684;136.038;1.35361E-10
Y13;24.7964085;19.9184265;19.9184265;19.9184266354995;19.918426770999;19.9184269064985;;;;134.822;136.177;1.354995E-10
U2;24.8026305;19.9234245;19.9234245;19.9234246355335;19.923424771067;19.9234249066005;;;;134.856;136.211;1.355335E-10
V18;24.8652165;19.9736985;19.9736985;19.9736986358755;19.973698771751;19.9736989076265;;;;135.196;136.555;1.358755E-10
AA4;24.901725;20.003025;20.003025;20.003025136075;20.00302527215;20.003025408225;;;;135.395;136.755;1.36075E-10
Y14;24.9093195;20.0091255;20.0091255;20.0091256361165;20.009125772233;20.0091259083495;;;;135.436;136.797;1.361165E-10
A14;24.925149;20.021841;20.021841;20.021841136203;20.021841272406;20.021841408609;;;;135.522;136.884;1.36203E-10
W14;24.9845325;20.0695425;20.0695425;20.0695426365275;20.069542773055;20.0695429095825;;;;135.845;137.21;1.365275E-10
U21;25.006218;20.086962;20.086962;20.086962136646;20.086962273292;20.086962409938;;;;135.963;137.329;1.36646E-10
V20;25.067889;20.136501;20.136501;20.136501136983;20.136501273966;20.136501410949;;;;136.298;137.668;1.36983E-10
V22;25.104123;20.165607;20.165607;20.165607137181;20.165607274362;20.165607411543;;;;136.495;137.867;1.37181E-10
U22;25.2365235;20.2719615;20.2719615;20.2719616379045;20.271961775809;20.2719619137135;;;;137.215;138.594;1.379045E-10
W2;25.326834;20.344506;20.344506;20.344506138398;20.344506276796;20.344506415194;;;;137.706;139.09;1.38398E-10
T21;25.334886;20.350974;20.350974;20.350974138442;20.350974276884;20.350974415326;;;;137.75;139.134;1.38442E-10
Y4;25.439562;20.435058;20.435058;20.435058139014;20.435058278028;20.435058417042;;;;138.319;139.709;1.39014E-10
AB15;25.496292;20.480628;20.480628;20.480628139324;20.480628278648;20.480628417972;;;;138.627;140.021;1.39324E-10
AA14;25.63098;20.58882;20.58882;20.58882014006;20.58882028012;20.58882042018;;;;139.36;140.76;1.4006E-10
AB18;25.6799325;20.6281425;20.6281425;20.6281426403275;20.628142780655;20.6281429209825;;;;139.626;141.029;1.403275E-10
Y18;25.686612;20.633508;20.633508;20.633508140364;20.633508280728;20.633508421092;;;;139.662;141.066;1.40364E-10
W22;25.7077485;20.6504865;20.6504865;20.6504866404795;20.650486780959;20.6504869214385;;;;139.777;141.182;1.404795E-10
AA18;25.8204765;20.7410385;20.7410385;20.7410386410955;20.741038782191;20.7410389232865;;;;140.39;141.801;1.410955E-10
N9;26.085369;20.953821;20.953821;20.953821142543;20.953821285086;20.953821427629;;;;141.83;143.256;1.42543E-10
AA3;26.097996;20.963964;20.963964;20.963964142612;20.963964285224;20.963964427836;;;;141.899;143.325;1.42612E-10
AA15;26.202306;21.047754;21.047754;21.047754143182;21.047754286364;21.047754429546;;;;142.466;143.898;1.43182E-10
Y11;26.2139265;21.0570885;21.0570885;21.0570886432455;21.057088786491;21.0570889297365;;;;142.529;143.962;1.432455E-10
Y3;26.228658;21.068922;21.068922;21.068922143326;21.068922286652;21.068922429978;;;;142.609;144.043;1.43326E-10
W11;26.270931;21.102879;21.102879;21.102879143557;21.102879287114;21.102879430671;;;;142.839;144.275;1.43557E-10
W12;26.280447;21.110523;21.110523;21.110523143609;21.110523287218;21.110523430827;;;;142.891;144.327;1.43609E-10
AB20;26.397018;21.204162;21.204162;21.204162144246;21.204162288492;21.204162432738;;;;143.525;144.967;1.44246E-10
AB16;26.4287685;21.2296665;21.2296665;21.2296666444195;21.229666788839;21.2296669332585;;;;143.697;145.142;1.444195E-10
Y19;26.4419445;21.2402505;21.2402505;21.2402506444915;21.240250788983;21.2402509334745;;;;143.769;145.214;1.444915E-10
AA10;26.5155105;21.2993445;21.2993445;21.2993446448935;21.299344789787;21.2993449346805;;;;144.169;145.618;1.448935E-10
Y12;26.5204515;21.3033135;21.3033135;21.3033136449205;21.303313789841;21.3033139347615;;;;144.196;145.645;1.449205E-10
Y1;26.5341765;21.3143385;21.3143385;21.3143386449955;21.314338789991;21.3143389349865;;;;144.271;145.72;1.449955E-10
W20;26.5629075;21.3374175;21.3374175;21.3374176451525;21.337417790305;21.3374179354575;;;;144.427;145.878;1.451525E-10
Y21;26.6635575;21.4182675;21.4182675;21.4182676457025;21.418267791405;21.4182679371075;;;;144.974;146.431;1.457025E-10
W21;26.7109545;21.4563405;21.4563405;21.4563406459615;21.456340791923;21.4563409378845;;;;145.232;146.691;1.459615E-10
AA19;26.8039185;21.5310165;21.5310165;21.5310166464695;21.531016792939;21.5310169394085;;;;145.737;147.202;1.464695E-10
W19;26.9570895;21.6540555;21.6540555;21.6540556473065;21.654055794613;21.6540559419195;;;;146.57;148.043;1.473065E-10
Y22;27.524481;22.109829;22.109829;22.109829150407;22.109829300814;22.109829451221;;;;149.655;151.159;1.50407E-10
AA11;28.040358;22.524222;22.524222;22.524222153226;22.524222306452;22.524222459678;;;;152.46;153.992;1.53226E-10
AA20;28.07952;22.55568;22.55568;22.55568015344;22.55568030688;22.55568046032;;;;152.673;154.207;1.5344E-10
V12;28.355667;22.777503;22.777503;22.777503154949;22.777503309898;22.777503464847;;;;154.174;155.724;1.54949E-10
AA5;28.6062855;22.9788195;22.9788195;22.9788196563185;22.978819812637;22.9788199689555;;;;155.537;157.1;1.563185E-10
AA21;28.810788;23.143092;23.143092;23.143092157436;23.143092314872;23.143092472308;;;;156.649;158.223;1.57436E-10
AB5;28.94145;23.24805;23.24805;23.24805015815;23.2480503163;23.24805047445;;;;157.359;158.941;1.5815E-10
AB12;29.32941;23.55969;23.55969;23.55969016027;23.55969032054;23.55969048081;;;;159.469;161.071;1.6027E-10
AB21;29.3737875;23.5953375;23.5953375;23.5953376605125;23.595337821025;23.5953379815375;;;;159.71;161.315;1.605125E-10
AB22;29.4500985;23.6566365;23.6566365;23.6566366609295;23.656636821859;23.6566369827885;;;;160.125;161.734;1.609295E-10
AA13;29.5507485;23.7374865;23.7374865;23.7374866614795;23.737486822959;23.7374869844385;;;;160.672;162.287;1.614795E-10
W10;29.7277095;23.8796355;23.8796355;23.8796356624465;23.879635824893;23.8796359873395;;;;161.634;163.259;1.624465E-10
AB11;29.7785835;23.9205015;23.9205015;23.9205016627245;23.920501825449;23.9205019881735;;;;161.911;163.538;1.627245E-10
AA9;30.164073;24.230157;24.230157;24.230157164831;24.230157329662;24.230157494493;;;;164.007;165.655;1.64831E-10
V10;30.1659945;24.2317005;24.2317005;24.2317006648415;24.231700829683;24.2317009945245;;;;164.017;165.666;1.648415E-10
AB2;30.243495;24.293955;24.293955;24.293955165265;24.29395533053;24.293955495795;;;;164.439;166.091;1.65265E-10
AB3;30.371229;24.396561;24.396561;24.396561165963;24.396561331926;24.396561497889;;;;165.133;166.793;1.65963E-10
AA1;30.4016985;24.4210365;24.4210365;24.4210366661295;24.421036832259;24.4210369983885;;;;165.299;166.96;1.661295E-10
AB1;30.7170075;24.6743175;24.6743175;24.6743176678525;24.674317835705;24.6743180035575;;;;167.013;168.692;1.678525E-10
AB13;30.9058635;24.8260215;24.8260215;24.8260216688845;24.826021837769;24.8260220066535;;;;168.04;169.729;1.688845E-10
AB10;31.4623665;25.2730485;25.2730485;25.2730486719255;25.273048843851;25.2730490157765;;;;171.066;172.785;1.719255E-10
